unix_ts,series,value
1788833640,cqlite-flight,0
1788833655,cqlite-flight,0
1788833670,cqlite-flight,0
1788833685,cqlite-flight,0
1788833700,cqlite-flight,0
1788833715,cqlite-flight,0
1788833730,cqlite-flight,0
1788833745,cqlite-flight,0
1788833760,cqlite-flight,0
1788833775,cqlite-flight,0
1788833790,cqlite-flight,0
1788833805,cqlite-flight,0
1788833820,cqlite-flight,0
1788833835,cqlite-flight,0
1788833850,cqlite-flight,0
1788833865,cqlite-flight,0
1788833880,cqlite-flight,0
1788833895,cqlite-flight,0
1788833910,cqlite-flight,0
1788833925,cqlite-flight,0
1788833940,cqlite-flight,0
1788833955,cqlite-flight,0
1788833970,cqlite-flight,0
1788833985,cqlite-flight,0
1788834000,cqlite-flight,0
1788834015,cqlite-flight,0
1788834030,cqlite-flight,0
1788834045,cqlite-flight,0
1788834060,cqlite-flight,0
1788834075,cqlite-flight,0
1788834090,cqlite-flight,0
1788834105,cqlite-flight,0
1788834120,cqlite-flight,0
1788834135,cqlite-flight,0
1788834150,cqlite-flight,0
1788834165,cqlite-flight,0
1788834180,cqlite-flight,0
1788834195,cqlite-flight,0
1788834210,cqlite-flight,0
1788834225,cqlite-flight,0
1788834240,cqlite-flight,0
1788834255,cqlite-flight,0
1788834270,cqlite-flight,0
1788834285,cqlite-flight,0
1788834300,cqlite-flight,0
1788834315,cqlite-flight,0
1788834330,cqlite-flight,0
1788834345,cqlite-flight,0
1788834360,cqlite-flight,0
1788834375,cqlite-flight,0
1788834390,cqlite-flight,0
1788834405,cqlite-flight,0
1788834420,cqlite-flight,0
1788834435,cqlite-flight,0
1788834450,cqlite-flight,0
1788834465,cqlite-flight,0
1788834480,cqlite-flight,0
1788834495,cqlite-flight,0
1788834510,cqlite-flight,0
1788834525,cqlite-flight,0
1788834540,cqlite-flight,0
1788834555,cqlite-flight,0
1788834570,cqlite-flight,0
1788834585,cqlite-flight,0
1788834600,cqlite-flight,0
1788834615,cqlite-flight,0
1788834630,cqlite-flight,0
1788834645,cqlite-flight,0
1788834660,cqlite-flight,0
1788834675,cqlite-flight,0
1788834690,cqlite-flight,0
1788834705,cqlite-flight,0
1788834720,cqlite-flight,0
1788834735,cqlite-flight,0
1788834750,cqlite-flight,0
1788834765,cqlite-flight,0
1788834780,cqlite-flight,0
1788834795,cqlite-flight,0
1788834810,cqlite-flight,0
1788834825,cqlite-flight,0
1788834840,cqlite-flight,0
1788834855,cqlite-flight,0
1788834870,cqlite-flight,0
1788834885,cqlite-flight,0
1788834900,cqlite-flight,0
1788834915,cqlite-flight,0
1788834930,cqlite-flight,0
1788834945,cqlite-flight,0
1788834960,cqlite-flight,0
1788834975,cqlite-flight,0
1788834990,cqlite-flight,0
1788835005,cqlite-flight,0
1788835020,cqlite-flight,0
1788835035,cqlite-flight,0
1788835050,cqlite-flight,0
1788835065,cqlite-flight,0
1788835080,cqlite-flight,0
1788835095,cqlite-flight,0
1788835110,cqlite-flight,0
1788835125,cqlite-flight,0
1788835140,cqlite-flight,0
1788835155,cqlite-flight,0
1788835170,cqlite-flight,0
1788835185,cqlite-flight,0
1788835200,cqlite-flight,0
1788835215,cqlite-flight,0
1788835230,cqlite-flight,0
1788835245,cqlite-flight,0
1788835260,cqlite-flight,0
1788835275,cqlite-flight,0
1788835290,cqlite-flight,0
1788835305,cqlite-flight,0
1788835320,cqlite-flight,0
1788835335,cqlite-flight,13
1788835350,cqlite-flight,13
1788835365,cqlite-flight,13
1788835380,cqlite-flight,13
1788835395,cqlite-flight,7
1788835410,cqlite-flight,7
1788835425,cqlite-flight,7
1788835440,cqlite-flight,7
1788835455,cqlite-flight,12
1788835470,cqlite-flight,12
1788835485,cqlite-flight,12
1788835500,cqlite-flight,12
1788835515,cqlite-flight,17
1788835530,cqlite-flight,17
1788835545,cqlite-flight,17
1788835560,cqlite-flight,17
1788835575,cqlite-flight,15
1788835590,cqlite-flight,15
1788835605,cqlite-flight,15
1788835620,cqlite-flight,15
1788835635,cqlite-flight,10
1788835650,cqlite-flight,10
1788835665,cqlite-flight,10
1788835680,cqlite-flight,10
1788835695,cqlite-flight,6
1788835710,cqlite-flight,6
1788835725,cqlite-flight,6
1788835740,cqlite-flight,6
1788835755,cqlite-flight,0
1788835770,cqlite-flight,0
1788835785,cqlite-flight,0
1788835800,cqlite-flight,0
1788835815,cqlite-flight,0
1788835830,cqlite-flight,0
1788835845,cqlite-flight,0
1788835860,cqlite-flight,0
1788835875,cqlite-flight,0
1788835890,cqlite-flight,0
1788835905,cqlite-flight,0
1788835920,cqlite-flight,0
1788835935,cqlite-flight,0
1788835950,cqlite-flight,0
1788835965,cqlite-flight,0
1788835980,cqlite-flight,0
1788835995,cqlite-flight,0
1788836010,cqlite-flight,0
1788836025,cqlite-flight,0
1788836040,cqlite-flight,0
1788836055,cqlite-flight,0
1788836070,cqlite-flight,0
1788836085,cqlite-flight,0
1788836100,cqlite-flight,0
1788836115,cqlite-flight,0
1788836130,cqlite-flight,0
1788836145,cqlite-flight,0
1788836160,cqlite-flight,0
1788836175,cqlite-flight,0
1788836190,cqlite-flight,0
1788836205,cqlite-flight,0
1788836220,cqlite-flight,0
1788836235,cqlite-flight,0
1788836250,cqlite-flight,0
1788836265,cqlite-flight,0
1788836280,cqlite-flight,0
1788836295,cqlite-flight,0
1788836310,cqlite-flight,0
1788836325,cqlite-flight,0
1788836340,cqlite-flight,0
1788836355,cqlite-flight,0
1788836370,cqlite-flight,0
1788836385,cqlite-flight,0
1788836400,cqlite-flight,0
1788836415,cqlite-flight,0
1788836430,cqlite-flight,0
1788836445,cqlite-flight,0
1788836460,cqlite-flight,0
1788836475,cqlite-flight,0
1788836490,cqlite-flight,0
1788836505,cqlite-flight,0
1788836520,cqlite-flight,0
1788836535,cqlite-flight,0
1788836550,cqlite-flight,0
1788836565,cqlite-flight,0
1788836580,cqlite-flight,0
1788836595,cqlite-flight,0
1788836610,cqlite-flight,0
1788836625,cqlite-flight,0
1788836640,cqlite-flight,0
1788836655,cqlite-flight,0
1788836670,cqlite-flight,0
1788836685,cqlite-flight,0
1788836700,cqlite-flight,0
1788836715,cqlite-flight,0
1788836730,cqlite-flight,0
1788836745,cqlite-flight,0
1788836760,cqlite-flight,0
1788836775,cqlite-flight,0
1788836790,cqlite-flight,0
1788836805,cqlite-flight,0
1788836820,cqlite-flight,0
1788836835,cqlite-flight,0
1788836850,cqlite-flight,0
1788836865,cqlite-flight,0
1788836880,cqlite-flight,0
1788836895,cqlite-flight,0
1788836910,cqlite-flight,0
1788836925,cqlite-flight,0
1788836940,cqlite-flight,0
1788836955,cqlite-flight,0
1788836970,cqlite-flight,0
1788836985,cqlite-flight,0
1788837000,cqlite-flight,0
1788837015,cqlite-flight,0
1788837030,cqlite-flight,0
1788837045,cqlite-flight,0
1788837060,cqlite-flight,0
1788837075,cqlite-flight,0
1788837090,cqlite-flight,0
1788837105,cqlite-flight,0
1788837120,cqlite-flight,0
1788837135,cqlite-flight,0
1788837150,cqlite-flight,0
1788837165,cqlite-flight,0
1788837180,cqlite-flight,0
1788837195,cqlite-flight,0
1788837210,cqlite-flight,0
1788837225,cqlite-flight,0
1788837240,cqlite-flight,0
1788837255,cqlite-flight,0
1788837270,cqlite-flight,0
1788837285,cqlite-flight,0
1788837300,cqlite-flight,0
1788837315,cqlite-flight,0
1788837330,cqlite-flight,0
1788837345,cqlite-flight,0
1788837360,cqlite-flight,0
1788837375,cqlite-flight,0
1788837390,cqlite-flight,0
1788837405,cqlite-flight,0
1788837420,cqlite-flight,0
1788837435,cqlite-flight,0
1788837450,cqlite-flight,0
1788837465,cqlite-flight,0
1788837480,cqlite-flight,0
1788837495,cqlite-flight,0
1788837510,cqlite-flight,0
1788837525,cqlite-flight,0
1788837540,cqlite-flight,0
1788837555,cqlite-flight,0
1788837570,cqlite-flight,0
1788837585,cqlite-flight,0
1788837600,cqlite-flight,0
1788837615,cqlite-flight,0
1788837630,cqlite-flight,0
1788837645,cqlite-flight,0
1788837660,cqlite-flight,0
1788837675,cqlite-flight,0
1788837690,cqlite-flight,0
1788837705,cqlite-flight,0
1788837720,cqlite-flight,0
1788837735,cqlite-flight,0
1788837750,cqlite-flight,0
1788837765,cqlite-flight,0
1788837780,cqlite-flight,0
1788837795,cqlite-flight,0
1788837810,cqlite-flight,0
1788837825,cqlite-flight,0
1788837840,cqlite-flight,0
1788837855,cqlite-flight,0
1788837870,cqlite-flight,0
1788837885,cqlite-flight,0
1788837900,cqlite-flight,0
1788837915,cqlite-flight,0
1788837930,cqlite-flight,0
1788837945,cqlite-flight,0
1788837960,cqlite-flight,0
1788837975,cqlite-flight,0
1788837990,cqlite-flight,0
1788838005,cqlite-flight,0
1788838020,cqlite-flight,0
1788838035,cqlite-flight,0
1788838050,cqlite-flight,0
1788838065,cqlite-flight,0
1788838080,cqlite-flight,0
1788838095,cqlite-flight,0
1788838110,cqlite-flight,0
1788838125,cqlite-flight,0
1788838140,cqlite-flight,0
1788838155,cqlite-flight,0
1788838170,cqlite-flight,0
1788838185,cqlite-flight,0
1788838200,cqlite-flight,0
1788838215,cqlite-flight,0
1788838230,cqlite-flight,0
1788838245,cqlite-flight,0
1788838260,cqlite-flight,0
1788838275,cqlite-flight,0
1788838290,cqlite-flight,0
1788838305,cqlite-flight,0
1788838320,cqlite-flight,0
1788838335,cqlite-flight,0
1788838350,cqlite-flight,0
1788838365,cqlite-flight,0
1788838380,cqlite-flight,0
1788838395,cqlite-flight,0
1788838410,cqlite-flight,0
1788838425,cqlite-flight,0
1788838440,cqlite-flight,0
1788838455,cqlite-flight,1
1788838470,cqlite-flight,1
1788838485,cqlite-flight,1
1788838500,cqlite-flight,1
1788838515,cqlite-flight,0
1788838530,cqlite-flight,0
1788838545,cqlite-flight,0
1788838560,cqlite-flight,0
1788838575,cqlite-flight,0
1788838590,cqlite-flight,0
1788838605,cqlite-flight,0
1788838620,cqlite-flight,0
1788838635,cqlite-flight,0
1788838650,cqlite-flight,0
1788838665,cqlite-flight,0
1788838680,cqlite-flight,0
1788838695,cqlite-flight,0
1788838710,cqlite-flight,0
1788838725,cqlite-flight,0
1788838740,cqlite-flight,0
1788838755,cqlite-flight,0
1788838770,cqlite-flight,0
1788838785,cqlite-flight,0
1788838800,cqlite-flight,0
1788838815,cqlite-flight,0
1788838830,cqlite-flight,0
1788838845,cqlite-flight,0
1788838860,cqlite-flight,0
1788838875,cqlite-flight,0
1788838890,cqlite-flight,0
1788838905,cqlite-flight,0
1788838920,cqlite-flight,0
1788838935,cqlite-flight,0
1788838950,cqlite-flight,0
1788838965,cqlite-flight,0
1788838980,cqlite-flight,0
1788838995,cqlite-flight,0
1788839010,cqlite-flight,0
1788839025,cqlite-flight,0
1788839040,cqlite-flight,0
1788839055,cqlite-flight,0
1788839070,cqlite-flight,0
1788839085,cqlite-flight,0
1788839100,cqlite-flight,0
1788839115,cqlite-flight,0
1788839130,cqlite-flight,0
1788839145,cqlite-flight,0
1788839160,cqlite-flight,0
1788839175,cqlite-flight,0
1788839190,cqlite-flight,0
1788839205,cqlite-flight,0
1788839220,cqlite-flight,0
1788839235,cqlite-flight,13
1788839250,cqlite-flight,13
1788839265,cqlite-flight,13
1788839280,cqlite-flight,13
1788839295,cqlite-flight,0
1788839310,cqlite-flight,0
1788839325,cqlite-flight,0
1788839340,cqlite-flight,0
1788839355,cqlite-flight,0
1788839370,cqlite-flight,0
1788839385,cqlite-flight,0
1788839400,cqlite-flight,0
1788839415,cqlite-flight,0
1788839430,cqlite-flight,0
1788839445,cqlite-flight,0
1788839460,cqlite-flight,0
1788839475,cqlite-flight,0
1788839490,cqlite-flight,0
1788839505,cqlite-flight,0
1788839520,cqlite-flight,0
